step,time_sec,env,episode,episode_step,reward,return,hits,done,terminated,truncated,obs/000,obs/001,obs/002,obs/003,obs/004,obs/005,obs/006,obs/007,obs/008,obs/009,obs/010,obs/011,obs/012,obs/013,obs/014,obs/015,obs/016,obs/017,obs/018,obs/019,obs/020,obs/021,obs/022,obs/023,obs/024,obs/025,obs/026,obs/027,obs/028,obs/029,obs/030,obs/031,obs/032,obs/033,obs/034,obs/035,obs/036,obs/037,obs/038,obs/039,obs/040,obs/041,obs/042,obs/043,obs/044,obs/045,obs/046,obs/047,obs/048,obs/049,obs_arm_q_rad/RightArm-0,obs_arm_q_deg/RightArm-0,obs_arm_q_rad/RightArm-1,obs_arm_q_deg/RightArm-1,obs_arm_q_rad/RightArm-2,obs_arm_q_deg/RightArm-2,obs_arm_q_rad/RightArm-3,obs_arm_q_deg/RightArm-3,obs_arm_q_rad/RightArm-4,obs_arm_q_deg/RightArm-4,obs_arm_q_rad/RightArm-5,obs_arm_q_deg/RightArm-5,obs_arm_q_rad/RightArm-6,obs_arm_q_deg/RightArm-6,obs_arm_dq_rad_s/RightArm-0,obs_arm_dq_deg_s/RightArm-0,obs_arm_dq_rad_s/RightArm-1,obs_arm_dq_deg_s/RightArm-1,obs_arm_dq_rad_s/RightArm-2,obs_arm_dq_deg_s/RightArm-2,obs_arm_dq_rad_s/RightArm-3,obs_arm_dq_deg_s/RightArm-3,obs_arm_dq_rad_s/RightArm-4,obs_arm_dq_deg_s/RightArm-4,obs_arm_dq_rad_s/RightArm-5,obs_arm_dq_deg_s/RightArm-5,obs_arm_dq_rad_s/RightArm-6,obs_arm_dq_deg_s/RightArm-6,obs_base_q/x,obs_base_q/y,obs_base_q/yaw,obs_base_q_yaw_deg,obs_base_dq/vx,obs_base_dq/vy,obs_base_dq/yaw_rate,obs_base_dq_yaw_rate_deg_s,obs_ball_pos_base_m/x,obs_ball_vel_base_m_s/x,obs_racket_pos_base_m/x,obs_racket_vel_base_m_s/x,obs_rel_base_m/x,obs_ball_pos_base_m/y,obs_ball_vel_base_m_s/y,obs_racket_pos_base_m/y,obs_racket_vel_base_m_s/y,obs_rel_base_m/y,obs_ball_pos_base_m/z,obs_ball_vel_base_m_s/z,obs_racket_pos_base_m/z,obs_racket_vel_base_m_s/z,obs_rel_base_m/z,obs_prev_action/RightArm-0,obs_prev_action/RightArm-1,obs_prev_action/RightArm-2,obs_prev_action/RightArm-3,obs_prev_action/RightArm-4,obs_prev_action/RightArm-5,obs_prev_action/RightArm-6,obs_arm_cmd_error_rad/RightArm-0,obs_arm_cmd_error_deg/RightArm-0,obs_arm_cmd_error_rad/RightArm-1,obs_arm_cmd_error_deg/RightArm-1,obs_arm_cmd_error_rad/RightArm-2,obs_arm_cmd_error_deg/RightArm-2,obs_arm_cmd_error_rad/RightArm-3,obs_arm_cmd_error_deg/RightArm-3,obs_arm_cmd_error_rad/RightArm-4,obs_arm_cmd_error_deg/RightArm-4,obs_arm_cmd_error_rad/RightArm-5,obs_arm_cmd_error_deg/RightArm-5,obs_arm_cmd_error_rad/RightArm-6,obs_arm_cmd_error_deg/RightArm-6,obs_ball_age_norm
131,0.655,0,1,131.0,0.007782296277582645,2.370704412460327,1.0,0.0,0.0,0.0,0.26809027791023254,-1.10160231590271,0.5051721334457397,1.7972235679626465,0.4360075294971466,-0.07530663162469864,0.9466503262519836,-0.6867454051971436,0.24948810040950775,-0.9265069961547852,0.9133406281471252,-1.7912800312042236,-0.4472270905971527,-0.9515103101730347,-0.00039462631684727967,-0.007527166046202183,0.0003436356782913208,0.00018978853768203408,-6.070772360544652e-05,0.00045882374979555607,-0.11933481693267822,-0.38070595264434814,1.2060948610305786,0.18373164534568787,0.1293049305677414,-1.8860101699829102,-0.11990992724895477,-0.37509870529174805,1.154650330543518,-0.00036187184741720557,0.00011579046258702874,0.0,0.0005751103162765503,-0.005607247352600098,0.05144453048706055,0.3557590842247009,0.14425361156463623,0.4605747163295746,0.031018858775496483,0.11345560848712921,-0.3224334120750427,-0.3544389605522156,-0.04201686382293701,0.013329505920410156,-0.05085259675979614,0.04024016857147217,-0.06731724739074707,-0.014524951577186584,-0.03250759840011597,0.0,0.26809027791023254,15.360441452745649,-1.10160231590271,-63.11716340306253,0.5051721334457397,28.944231174060505,1.7972235679626465,102.97332528570291,0.4360075294971466,24.981391276112248,-0.07530663162469864,-4.314752161441645,0.9466503262519836,54.2390683689211,-0.6867454051971436,-39.347613317797915,0.24948810040950775,14.294615192200899,-0.9265069961547852,-53.08494056901278,0.9133406281471252,52.3305632506578,-1.7912800312042236,-102.63278571406443,-0.4472270905971527,-25.624224775131754,-0.9515103101730347,-54.517524936098766,-0.00039462631684727967,-0.007527166046202183,0.0003436356782913208,0.01968887262046337,0.00018978853768203408,-6.070772360544652e-05,0.00045882374979555607,0.02628866210579872,-0.11933481693267822,0.18373164534568787,-0.11990992724895477,-0.00036187184741720557,0.0005751103162765503,-0.38070595264434814,0.1293049305677414,-0.37509870529174805,0.00011579046258702874,-0.005607247352600098,1.2060948610305786,-1.8860101699829102,1.154650330543518,0.0,0.05144453048706055,0.3557590842247009,0.14425361156463623,0.4605747163295746,0.031018858775496483,0.11345560848712921,-0.3224334120750427,-0.3544389605522156,-0.04201686382293701,-2.4073889654302043,0.013329505920410156,0.7637244322341458,-0.05085259675979614,-2.9136391716169645,0.04024016857147217,2.305591826040334,-0.06731724739074707,-3.8569941639278604,-0.014524951577186584,-0.8322184230046799,-0.03250759840011597,-1.862548190432872,0.0
132,0.66,0,1,132.0,0.006342004984617233,2.3770463466644287,1.0,0.0,0.0,0.0,0.2645527422428131,-1.1003563404083252,0.5004194378852844,1.8020026683807373,0.42658230662345886,-0.0781327411532402,0.9411678314208984,-0.6828495264053345,0.24125464260578156,-0.9189082980155945,0.9200968146324158,-1.7909849882125854,-0.5362362265586853,-1.0373709201812744,-0.0003940276219509542,-0.007527351379394531,0.0003442464512772858,0.00013831652177032083,-5.740136111853644e-05,0.000703612226061523,-0.11933565139770508,-0.38070568442344666,1.2060948610305786,0.18369001150131226,0.12933070957660675,-1.8860101699829102,-0.11932308971881866,-0.3752304017543793,1.1583606004714966,-0.0004023134824819863,0.00014140615530777723,0.0,-1.2561678886413574e-05,-0.005475282669067383,0.04773426055908203,0.3616267442703247,0.18459546566009521,0.5248935222625732,0.011956905946135521,0.1474156528711319,-0.30377835035324097,-0.3498479723930359,-0.04178546369075775,0.012877225875854492,-0.050429731607437134,0.04053223133087158,-0.0673048198223114,-0.017408713698387146,-0.03543931245803833,0.0,0.2645527422428131,15.15775558912552,-1.1003563404083252,-63.04577426585756,0.5004194378852844,28.67192177713585,1.8020026683807373,103.24714756952872,0.42658230662345886,24.441365784479775,-0.0781327411532402,-4.476676309868784,0.9411678314208984,53.92494455389763,-0.6828495264053345,-39.12439590553273,0.24125464260578156,13.822872809248336,-0.9189082980155945,-52.64956723584324,0.9200968146324158,52.71766422186827,-1.7909849882125854,-102.61588099586864,-0.5362362265586853,-30.724072603833694,-1.0373709201812744,-59.43697551598962,-0.0003940276219509542,-0.007527351379394531,0.0003442464512772858,0.019723867997527122,0.00013831652177032083,-5.740136111853644e-05,0.000703612226061523,0.04031400755047798,-0.11933565139770508,0.18369001150131226,-0.11932308971881866,-0.0004023134824819863,-1.2561678886413574e-05,-0.38070568442344666,0.12933070957660675,-0.3752304017543793,0.00014140615530777723,-0.005475282669067383,1.2060948610305786,-1.8860101699829102,1.1583606004714966,0.0,0.04773426055908203,0.3616267442703247,0.18459546566009521,0.5248935222625732,0.011956905946135521,0.1474156528711319,-0.30377835035324097,-0.3498479723930359,-0.04178546369075775,-2.3941307144775634,0.012877225875854492,0.7378106945231174,-0.050429731607437134,-2.8894107830836364,0.04053223133087158,2.3223257895068654,-0.0673048198223114,-3.8562821167068866,-0.017408713698387146,-0.9974458216691658,-0.03543931245803833,-2.0305230326909958,0.0
133,0.665,0,1,133.0,0.0057576191611588,2.3828039169311523,1.0,0.0,0.0,0.0,0.2610475420951843,-1.0991405248641968,0.4957415759563446,1.806810736656189,0.41718849539756775,-0.08141166716814041,0.9352350234985352,-0.676693856716156,0.23567260801792145,-0.9042955636978149,0.9256068468093872,-1.7851051092147827,-0.6215401887893677,-1.1224806308746338,-0.00039370430749841034,-0.007527511566877365,0.0003459744912106544,8.949653420131654e-05,-5.0434966397006065e-05,0.0009126972872763872,-0.11933662742376328,-0.380705326795578,1.2060948610305786,0.18365944921970367,0.12934836745262146,-1.8860101699829102,-0.11880092322826385,-0.37543147802352905,1.1621462106704712,-0.000432134373113513,0.00015889520000200719,0.0,-0.0005357041954994202,-0.00527384877204895,0.04394865036010742,0.3639068007469177,0.2207796573638916,0.5887337923049927,-0.006817067041993141,0.18309386074543,-0.28714993596076965,-0.3452964425086975,-0.041392549872398376,0.012572646141052246,-0.04964745044708252,0.0407869815826416,-0.0670987069606781,-0.020192652940750122,-0.038345158100128174,0.0,0.2610475420951843,14.956922414317757,-1.0991405248641968,-62.9761131665126,0.4957415759563446,28.403900031462673,1.806810736656189,103.52262958932285,0.41718849539756775,23.9031400476936,-0.08141166716814041,-4.664544931858216,0.9352350234985352,53.58501969928444,-0.676693856716156,-38.771702012266196,0.23567260801792145,13.503045786267904,-0.9042955636978149,-51.812319232288495,0.9256068468093872,53.03336581059001,-1.7851051092147827,-102.27898874524693,-0.6215401887893677,-35.611629615395174,-1.1224806308746338,-64.31340273429856,-0.00039370430749841034,-0.007527511566877365,0.0003459744912106544,0.019822876900434494,8.949653420131654e-05,-5.0434966397006065e-05,0.0009126972872763872,0.052293699234724045,-0.11933662742376328,0.18365944921970367,-0.11880092322826385,-0.000432134373113513,-0.0005357041954994202,-0.380705326795578,0.12934836745262146,-0.37543147802352905,0.00015889520000200719,-0.00527384877204895,1.2060948610305786,-1.8860101699829102,1.1621462106704712,0.0,0.04394865036010742,0.3639068007469177,0.2207796573638916,0.5887337923049927,-0.006817067041993141,0.18309386074543,-0.28714993596076965,-0.3452964425086975,-0.041392549872398376,-2.371618410973201,0.012572646141052246,0.7203595611937348,-0.04964745044708252,-2.8445893742027204,0.0407869815826416,2.3369219037631828,-0.0670987069606781,-3.8444727196319346,-0.020192652940750122,-1.1569537906774123,-0.038345158100128174,-2.1970157238992267,0.0
134,0.67,0,1,134.0,0.005825030617415905,2.3886289596557617,1.0,0.0,0.0,0.0,0.25758904218673706,-1.097936749458313,0.491176575422287,1.8116424083709717,0.4078555703163147,-0.08513374626636505,0.9288548827171326,-0.6676164865493774,0.23351110517978668,-0.882465124130249,0.9303385615348816,-1.7734930515289307,-0.7049960494041443,-1.2070766687393188,-0.0003936723805963993,-0.007527667097747326,0.00034862273605540395,4.221476774546318e-05,-5.076444722362794e-05,0.0011294989380985498,-0.1171252503991127,-0.37933585047721863,1.1908406019210815,-0.057860665023326874,-0.09718495607376099,1.976609230041504,-0.1183401420712471,-0.37569713592529297,1.1659923791885376,-0.00046654659672640264,0.00018444423039909452,0.0,0.0012148916721343994,-0.003638714551925659,0.024848222732543945,0.3481784462928772,0.3247814178466797,0.7456668019294739,-0.03605518490076065,0.25069382786750793,-0.27987587451934814,-0.350107878446579,-0.0408608615398407,0.012453198432922363,-0.04842802882194519,0.040973782539367676,-0.0666452944278717,-0.02287749946117401,-0.04123407602310181,0.0,0.25758904218673706,14.758764966117347,-1.097936749458313,-62.90714191627381,0.491176575422287,28.142344767386206,1.8116424083709717,103.79946398657263,0.4078555703163147,23.36840283002601,-0.08513374626636505,-4.877804355200348,0.9288548827171326,53.21946455981077,-0.6676164865493774,-38.25160701263182,0.23351110517978668,13.379200796237233,-0.882465124130249,-50.56152718015157,0.9303385615348816,53.30447309422075,-1.7734930515289307,-101.61366684838515,-0.7049960494041443,-40.393298204253945,-1.2070766687393188,-69.16039866747393,-0.0003936723805963993,-0.007527667097747326,0.00034862273605540395,0.019974609836935997,4.221476774546318e-05,-5.076444722362794e-05,0.0011294989380985498,0.06471551954746246,-0.1171252503991127,-0.057860665023326874,-0.1183401420712471,-0.00046654659672640264,0.0012148916721343994,-0.37933585047721863,-0.09718495607376099,-0.37569713592529297,0.00018444423039909452,-0.003638714551925659,1.1908406019210815,1.976609230041504,1.1659923791885376,0.0,0.024848222732543945,0.3481784462928772,0.3247814178466797,0.7456668019294739,-0.03605518490076065,0.25069382786750793,-0.27987587451934814,-0.350107878446579,-0.0408608615398407,-2.341154913501298,0.012453198432922363,0.7135157116453821,-0.04842802882194519,-2.7747216616353674,0.040973782539367676,2.3476248101925927,-0.0666452944278717,-3.818494095123791,-0.02287749946117401,-1.3107841649380858,-0.04123407602310181,-2.3625385282453153,0.0
135,0.675,0,1,135.0,0.005892418324947357,2.394521474838257,1.0,0.0,0.0,0.0,0.25418782234191895,-1.0967285633087158,0.48676612973213196,1.81648850440979,0.3986194431781769,-0.08928150683641434,0.922031581401825,-0.6568500399589539,0.23466044664382935,-0.8521888256072998,0.9329794049263,-1.7548162937164307,-0.7847235202789307,-1.2907627820968628,-0.00039390267920680344,-0.007527822162955999,0.0003522537008393556,2.7937712729908526e-06,-4.743080717162229e-05,0.0013324667233973742,-0.11712639033794403,-0.37933528423309326,1.1908406019210815,-0.057898592203855515,-0.09716431796550751,1.976609230041504,-0.11793698370456696,-0.3760231137275696,1.1698788404464722,-0.0005038153612986207,0.00020457888604141772,0.0,0.0008105933666229248,-0.0033121705055236816,0.020961761474609375,0.3433837294578552,0.3543729782104492,0.8044607043266296,-0.04938989132642746,0.28143319487571716,-0.2642975449562073,-0.33510810136795044,-0.0402035266160965,0.012518048286437988,-0.04676982760429382,0.04108536243438721,-0.06594273447990417,-0.025461561977863312,-0.044091761112213135,0.0,0.25418782234191895,14.563889423813128,-1.0967285633087158,-62.83791794903573,0.48676612973213196,27.889644843568657,1.81648850440979,104.077124836712,0.3986194431781769,22.83921172596447,-0.08928150683641434,-5.115453530294948,0.922031581401825,52.828518192097576,-0.6568500399589539,-37.634735062647536,0.23466044664382935,13.445053211346265,-0.8521888256072998,-48.82682305550841,0.9329794049263,53.45578227490404,-1.7548162937164307,-100.54356745074092,-0.7847235202789307,-44.9613457966314,-1.2907627820968628,-73.95525976671458,-0.00039390267920680344,-0.007527822162955999,0.0003522537008393556,0.020182648673653603,2.7937712729908526e-06,-4.743080717162229e-05,0.0013324667233973742,0.07634471356868744,-0.11712639033794403,-0.057898592203855515,-0.11793698370456696,-0.0005038153612986207,0.0008105933666229248,-0.37933528423309326,-0.09716431796550751,-0.3760231137275696,0.00020457888604141772,-0.0033121705055236816,1.1908406019210815,1.976609230041504,1.1698788404464722,0.0,0.020961761474609375,0.3433837294578552,0.3543729782104492,0.8044607043266296,-0.04938989132642746,0.28143319487571716,-0.2642975449562073,-0.33510810136795044,-0.0402035266160965,-2.3034923966442014,0.012518048286437988,0.717231334553869,-0.04676982760429382,-2.6797137302804903,0.04108536243438721,2.354017867255725,-0.06594273447990417,-3.778240375250321,-0.025461561977863312,-1.4588400411423366,-0.044091761112213135,-2.526271823028861,0.0
136,0.68,0,1,136.0,0.005961173214018345,2.400482654571533,1.0,0.0,0.0,0.0,0.25085264444351196,-1.0954985618591309,0.48255249857902527,1.8213392496109009,0.38951510190963745,-0.0938369631767273,0.9147726893424988,-0.6442782282829285,0.23914735019207,-0.8139004707336426,0.9338337182998657,-1.7296741008758545,-0.8612957000732422,-1.373052954673767,-0.0003943634801544249,-0.007527969311922789,0.0003567672101780772,-2.5121982616838068e-05,-4.37850940215867e-05,0.0015231712022796273,-0.11712764203548431,-0.37933459877967834,1.1908406019210815,-0.05794345214962959,-0.09714537113904953,1.976609230041504,-0.11758751422166824,-0.37640395760536194,1.1737825870513916,-0.0005481900880113244,0.0002228820521850139,0.0,0.00045987218618392944,-0.0029306411743164062,0.01705801486968994,0.3368300199508667,0.38499972224235535,0.8568881750106812,-0.059005893766880035,0.3047742545604706,-0.24923712015151978,-0.3156382143497467,-0.03943280875682831,0.012766242027282715,-0.044676393270492554,0.04111981391906738,-0.06499728560447693,-0.02794431895017624,-0.0469018816947937,0.0,0.25085264444351196,14.372797806309096,-1.0954985618591309,-62.76744405717954,0.48255249857902527,27.648221562070802,1.8213392496109009,104.35505206422899,0.38951510190963745,22.317571396030377,-0.0938369631767273,-5.376461952350992,0.9147726893424988,52.412614313157164,-0.6442782282829285,-36.91442331277799,0.23914735019207,13.70213384774273,-0.8139004707336426,-46.633061916748694,0.9338337182998657,53.50473082559093,-1.7296741008758545,-99.10302591327186,-0.8612957000732422,-49.348608526962366,-1.373052954673767,-78.67013935077438,-0.0003943634801544249,-0.007527969311922789,0.0003567672101780772,0.02044125460088253,-2.5121982616838068e-05,-4.37850940215867e-05,0.0015231712022796273,0.08727127313613892,-0.11712764203548431,-0.05794345214962959,-0.11758751422166824,-0.0005481900880113244,0.00045987218618392944,-0.37933459877967834,-0.09714537113904953,-0.37640395760536194,0.0002228820521850139,-0.0029306411743164062,1.1908406019210815,1.976609230041504,1.1737825870513916,0.0,0.01705801486968994,0.3368300199508667,0.38499972224235535,0.8568881750106812,-0.059005893766880035,0.3047742545604706,-0.24923712015151978,-0.3156382143497467,-0.03943280875682831,-2.2593335161127768,0.012766242027282715,0.7314517884058355,-0.044676393270492554,-2.559768778265896,0.04111981391906738,2.355991791925858,-0.06499728560447693,-3.72407014494295,-0.02794431895017624,-1.6010915372125458,-0.0469018816947937,-2.687279872333572,0.0
137,0.685,0,1,137.0,0.006049982737749815,2.4065325260162354,1.0,0.0,0.0,0.0,0.24759191274642944,-1.0942294597625732,0.47857627272605896,1.8261855840682983,0.3805747926235199,-0.09878331422805786,0.9070885181427002,-0.6301055550575256,0.24695882201194763,-0.7677487730979919,0.932955265045166,-1.6984212398529053,-0.9346885681152344,-1.4534006118774414,-0.0003950051323045045,-0.007528104353696108,0.000362085149390623,-4.30272521043662e-05,-4.029725823784247e-05,0.0016974082682281733,-0.11712902039289474,-0.37933388352394104,1.1908406019210815,-0.05799216404557228,-0.09712815284729004,1.976609230041504,-0.11728623509407043,-0.3768346905708313,1.1776825189590454,-0.0005966004100628197,0.00023936430807225406,0.0,0.0001572147011756897,-0.002499192953109741,0.013158082962036133,0.3289230465888977,0.4170098304748535,0.9018201231956482,-0.06451139599084854,0.3202780485153198,-0.23444348573684692,-0.29205453395843506,-0.03856131434440613,0.01319742202758789,-0.04215520620346069,0.04107940196990967,-0.06382215023040771,-0.030324384570121765,-0.04964578151702881,0.0,0.24759191274642944,14.185971641941737,-1.0942294597625732,-62.69472986327558,0.47857627272605896,27.420400602305026,1.8261855840682983,104.63272657474668,0.3805747926235199,21.805329406394225,-0.09878331422805786,-5.659866991582331,0.9070885181427002,51.97234373435273,-0.6301055550575256,-36.102388952544345,0.24695882201194763,14.149698214807094,-0.7677487730979919,-43.98876442486202,0.932955265045166,53.45439916159711,-1.6984212398529053,-97.31236887894796,-0.9346885681152344,-53.553710112129096,-1.4534006118774414,-83.27372100230882,-0.0003950051323045045,-0.007528104353696108,0.000362085149390623,0.02074594981968403,-4.30272521043662e-05,-4.029725823784247e-05,0.0016974082682281733,0.09725432097911835,-0.11712902039289474,-0.05799216404557228,-0.11728623509407043,-0.0005966004100628197,0.0001572147011756897,-0.37933388352394104,-0.09712815284729004,-0.3768346905708313,0.00023936430807225406,-0.002499192953109741,1.1908406019210815,1.976609230041504,1.1776825189590454,0.0,0.013158082962036133,0.3289230465888977,0.4170098304748535,0.9018201231956482,-0.06451139599084854,0.3202780485153198,-0.23444348573684692,-0.29205453395843506,-0.03856131434440613,-2.209400564411752,0.01319742202758789,0.7561565826337716,-0.04215520620346069,-2.415315399962004,0.04107940196990967,2.353676357797224,-0.06382215023040771,-3.656739847652257,-0.030324384570121765,-1.7374592521996124,-0.04964578151702881,-2.84449375155434,0.0
138,0.6900000000000001,0,1,138.0,1.5721430778503418,3.978675603866577,2.0,0.0,0.0,0.0,0.2444208711385727,-1.0929166078567505,0.4748585820198059,1.8310080766677856,0.3719032108783722,-0.10399941354990005,0.8989970684051514,-0.612960934638977,0.2555184066295624,-0.7175700664520264,0.9280128479003906,-1.647072672843933,-0.9849631786346436,-1.5303603410720825,-0.000395716488128528,-0.007528239395469427,0.0003683111572172493,-4.314092075219378e-05,-3.779293183470145e-05,0.0018818504177033901,-0.11854805797338486,-0.3821154236793518,1.2320923805236816,-0.07154494524002075,-0.1388600766658783,1.9896268844604492,-0.11702887713909149,-0.37731313705444336,1.181535243988037,-0.0006668920977972448,0.0002580078726168722,0.0,-0.0015191808342933655,-0.004802286624908447,0.05055713653564453,0.5156799554824829,0.1597863733768463,0.6459354758262634,-0.16272710263729095,0.8322605490684509,0.3892650306224823,-0.23698416352272034,-0.037504807114601135,0.013669967651367188,-0.039416104555130005,0.0408627986907959,-0.06189262866973877,-0.03195617347955704,-0.052273690700531006,0.0,0.2444208711385727,14.004284341151168,-1.0929166078567505,-62.61950898994623,0.4748585820198059,27.207392615301718,1.8310080766677856,104.90903504743038,0.3719032108783722,21.308484370694572,-0.10399941354990005,-5.958727468244939,0.8989970684051514,51.50873781424894,-0.612960934638977,-35.120074561207694,0.2555184066295624,14.640126287781518,-0.7175700664520264,-41.11373631262313,0.9280128479003906,53.17121951860838,-1.647072672843933,-94.37031270528917,-0.9849631786346436,-56.43423311155525,-1.5303603410720825,-87.6831886776315,-0.000395716488128528,-0.007528239395469427,0.0003683111572172493,0.021102674305438995,-4.314092075219378e-05,-3.779293183470145e-05,0.0018818504177033901,0.10782208293676376,-0.11854805797338486,-0.07154494524002075,-0.11702887713909149,-0.0006668920977972448,-0.0015191808342933655,-0.3821154236793518,-0.1388600766658783,-0.37731313705444336,0.0002580078726168722,-0.004802286624908447,1.2320923805236816,1.9896268844604492,1.181535243988037,0.0,0.05055713653564453,0.5156799554824829,0.1597863733768463,0.6459354758262634,-0.16272710263729095,0.8322605490684509,0.3892650306224823,-0.23698416352272034,-0.037504807114601135,-2.148867159118868,0.013669967651367188,0.7832314525037022,-0.039416104555130005,-2.2583764358553284,0.0408627986907959,2.341265904075311,-0.06189262866973877,-3.5461864057464303,-0.03195617347955704,-1.8309538697665086,-0.052273690700531006,-2.9950618567126863,0.0
139,0.6950000000000001,0,1,139.0,0.006238687317818403,3.9849143028259277,2.0,0.0,0.0,0.0,0.2413540631532669,-1.0915554761886597,0.4714196026325226,1.8357869386672974,0.36359697580337524,-0.10937459766864777,0.890520453453064,-0.5930221080780029,0.2649567127227783,-0.6634804606437683,0.9193745255470276,-1.5774046182632446,-1.0144100189208984,-1.6031386852264404,-0.00039643901982344687,-0.007528374902904034,0.0003754198842216283,-3.098707747994922e-05,-3.57560784323141e-05,0.0020632080268114805,-0.11855004727840424,-0.382114440202713,1.2320923805236816,-0.07162737846374512,-0.13884009420871735,1.9896268844604492,-0.11680945754051208,-0.3778376877307892,1.185294270515442,-0.0007485572714358568,0.0002767466357909143,0.0,-0.0017405897378921509,-0.004276752471923828,0.046798110008239746,0.5228943824768066,0.18124142289161682,0.6650317907333374,-0.16580888628959656,0.8570547699928284,0.4190671741962433,-0.19736561179161072,-0.03627398610115051,0.01419079303741455,-0.036465197801589966,0.04048597812652588,-0.059274882078170776,-0.03291371464729309,-0.054759085178375244,0.0,0.2413540631532669,13.828569187016127,-1.0915554761886597,-62.541521890003025,0.4714196026325226,27.010353610577898,1.8357869386672974,105.18284367087784,0.36359697580337524,20.832572157253715,-0.10937459766864777,-6.26670283235493,0.890520453453064,51.02306355293684,-0.5930221080780029,-33.97766395082053,0.2649567127227783,15.1809013926754,-0.6634804606437683,-38.01463018428364,0.9193745255470276,52.67628010568716,-1.5774046182632446,-90.37862721092866,-1.0144100189208984,-58.12141277995347,-1.6031386852264404,-91.85308063762682,-0.00039643901982344687,-0.007528374902904034,0.0003754198842216283,0.02150997333228588,-3.098707747994922e-05,-3.57560784323141e-05,0.0020632080268114805,0.11821310222148895,-0.11855004727840424,-0.07162737846374512,-0.11680945754051208,-0.0007485572714358568,-0.0017405897378921509,-0.382114440202713,-0.13884009420871735,-0.3778376877307892,0.0002767466357909143,-0.004276752471923828,1.2320923805236816,1.9896268844604492,1.185294270515442,0.0,0.046798110008239746,0.5228943824768066,0.18124142289161682,0.6650317907333374,-0.16580888628959656,0.8570547699928284,0.4190671741962433,-0.19736561179161072,-0.03627398610115051,-2.0783463097121326,0.01419079303741455,0.8130725489874879,-0.036465197801589966,-2.089301933140833,0.04048597812652588,2.3196756761089006,-0.059274882078170776,-3.3962005742148276,-0.03291371464729309,-1.885816937387813,-0.054759085178375244,-3.137464470718282,0.0
140,0.7000000000000001,0,1,140.0,0.0063391188159585,3.99125337600708,2.0,0.0,0.0,0.0,0.23840515315532684,-1.0901410579681396,0.46827834844589233,1.8405050039291382,0.3557441830635071,-0.11480824649333954,0.8816844820976257,-0.5704358816146851,0.2753541171550751,-0.6057093739509583,0.9074077010154724,-1.4910211563110352,-1.0249109268188477,-1.6710002422332764,-0.00039711722638458014,-0.007528512738645077,0.0003833893861155957,-8.52840457810089e-06,-3.453754470683634e-05,0.0022430720273405313,-0.11855241656303406,-0.38211336731910706,1.2320923805236816,-0.07171967625617981,-0.13881941139698029,1.9896268844604492,-0.11661869287490845,-0.37840548157691956,1.1889193058013916,-0.00084024912212044,0.0002961183781735599,0.0,-0.0019337236881256104,-0.0037078857421875,0.04317307472229004,0.5310393571853638,0.2004854828119278,0.6736066341400146,-0.16658779978752136,0.8796231746673584,0.4515032470226288,-0.15558239817619324,-0.03487817943096161,0.014765143394470215,-0.033315181732177734,0.039965152740478516,-0.05602923035621643,-0.033257752656936646,-0.05707639455795288,0.0,0.23840515315532684,13.65960908997023,-1.0901410579681396,-62.460481695500825,0.46827834844589233,26.830373003306182,1.8405050039291382,105.45316889784861,0.3557441830635071,20.382640275868297,-0.11480824649333954,-6.578027977365989,0.8816844820976257,50.51679968637174,-0.5704358816146851,-32.683568499345725,0.2753541171550751,15.77662878453662,-0.6057093739509583,-34.70459073890123,0.9074077010154724,51.99063156585543,-1.4910211563110352,-85.42921942133812,-1.0249109268188477,-58.72307048356155,-1.6710002422332764,-95.74126144530496,-0.00039711722638458014,-0.007528512738645077,0.0003833893861155957,0.021966593340039253,-8.52840457810089e-06,-3.453754470683634e-05,0.0022430720273405313,0.12851855158805847,-0.11855241656303406,-0.07171967625617981,-0.11661869287490845,-0.00084024912212044,-0.0019337236881256104,-0.38211336731910706,-0.13881941139698029,-0.37840548157691956,0.0002961183781735599,-0.0037078857421875,1.2320923805236816,1.9896268844604492,1.1889193058013916,0.0,0.04317307472229004,0.5310393571853638,0.2004854828119278,0.6736066341400146,-0.16658779978752136,0.8796231746673584,0.4515032470226288,-0.15558239817619324,-0.03487817943096161,-1.9983724784940995,0.014765143394470215,0.8459804004086093,-0.033315181732177734,-1.9088193069651236,0.039965152740478516,2.289834579625115,-0.05602923035621643,-3.2102384287774757,-0.033257752656936646,-1.9055288633324698,-0.05707639455795288,-3.27023651799416,0.0
