step,time_sec,env,episode,episode_step,reward,return,hits,done,terminated,truncated,camera_available,camera_in_front,camera_in_depth,camera_in_frustum,camera_in_image,camera_visible,ball_cam_x,ball_cam_y,ball_cam_z,ball_cam_distance,ball_pixel_u,ball_pixel_v,camera_world_x,camera_world_y,camera_world_z,ball_world_x,ball_world_y,ball_world_z,ball_obs_age,ball_obs_camera_available,ball_obs_dropout_active,ball_obs_lost_active,ball_obs_lost_entered,ball_obs_missing_on_refresh,ball_obs_missing_streak_started,ball_obs_pos_bias_norm,ball_obs_reacquired,ball_obs_reacquired_after_lost,ball_obs_reacquired_after_missing,ball_obs_refresh_due,ball_obs_rot_bias_norm,ball_obs_sample_available,ball_obs_scale,ball_obs_stale_active,ball_obs_vel_bias_norm,ball_obs_view_available,ball_obs_view_z_high_m,ball_view_in_bounds,ball_view_z_high_exceeded,ball_view_z_ideal,hit_camera_event,hit_camera_in_margin_event,hit_camera_lower_band_event,hit_camera_v_frac_sum,hit_camera_visible_event,reset_ball_anchor_dx,reset_ball_anchor_dy,reset_ball_anchor_dz,reset_ball_obs_missing,reset_ball_racket_center_offset,reset_ball_surface_gap,reset_ball_vxy,reset_ball_vz,reset_ball_x,reset_ball_y,reset_ball_z,reset_disturbance_strength,reset_target_x,reset_target_y,reset_target_z,obs/000,obs/001,obs/002,obs/003,obs/004,obs/005,obs/006,obs/007,obs/008,obs/009,obs/010,obs/011,obs/012,obs/013,obs/014,obs/015,obs/016,obs/017,obs/018,obs/019,obs/020,obs/021,obs/022,obs/023,obs/024,obs/025,obs/026,obs/027,obs/028,obs/029,obs/030,obs/031,obs/032,obs/033,obs/034,obs/035,obs/036,obs/037,obs/038,obs/039,obs/040,obs/041,obs/042,obs/043,obs/044,obs/045,obs/046,obs/047,obs/048,obs/049,obs/050,obs_extra/000,obs/051,obs_extra/001,obs/052,obs_extra/002,obs/053,obs_extra/003,obs/054,obs_extra/004,obs/055,obs_extra/005,obs/056,obs_extra/006,obs/057,obs_extra/007,obs/058,obs_extra/008,obs/059,obs_extra/009,obs/060,obs_extra/010,obs/061,obs_extra/011,obs/062,obs_extra/012,obs/063,obs_extra/013,obs/064,obs_extra/014,obs/065,obs_extra/015,obs/066,obs_extra/016,obs_arm_q_rad/RightArm-0,obs_arm_q_deg/RightArm-0,obs_arm_q_rad/RightArm-1,obs_arm_q_deg/RightArm-1,obs_arm_q_rad/RightArm-2,obs_arm_q_deg/RightArm-2,obs_arm_q_rad/RightArm-3,obs_arm_q_deg/RightArm-3,obs_arm_q_rad/RightArm-4,obs_arm_q_deg/RightArm-4,obs_arm_q_rad/RightArm-5,obs_arm_q_deg/RightArm-5,obs_arm_q_rad/RightArm-6,obs_arm_q_deg/RightArm-6,obs_arm_dq_rad_s/RightArm-0,obs_arm_dq_deg_s/RightArm-0,obs_arm_dq_rad_s/RightArm-1,obs_arm_dq_deg_s/RightArm-1,obs_arm_dq_rad_s/RightArm-2,obs_arm_dq_deg_s/RightArm-2,obs_arm_dq_rad_s/RightArm-3,obs_arm_dq_deg_s/RightArm-3,obs_arm_dq_rad_s/RightArm-4,obs_arm_dq_deg_s/RightArm-4,obs_arm_dq_rad_s/RightArm-5,obs_arm_dq_deg_s/RightArm-5,obs_arm_dq_rad_s/RightArm-6,obs_arm_dq_deg_s/RightArm-6,obs_base_q/x,obs_base_q/y,obs_base_q/yaw,obs_base_q_yaw_deg,obs_base_dq/vx,obs_base_dq/vy,obs_base_dq/yaw_rate,obs_base_dq_yaw_rate_deg_s,obs_ball_pos_base_m/x,obs_ball_vel_base_m_s/x,obs_racket_pos_base_m/x,obs_racket_vel_base_m_s/x,obs_rel_base_m/x,obs_ball_pos_base_m/y,obs_ball_vel_base_m_s/y,obs_racket_pos_base_m/y,obs_racket_vel_base_m_s/y,obs_rel_base_m/y,obs_ball_pos_base_m/z,obs_ball_vel_base_m_s/z,obs_racket_pos_base_m/z,obs_racket_vel_base_m_s/z,obs_rel_base_m/z,obs_prev_action/RightArm-0,obs_prev_action/RightArm-1,obs_prev_action/RightArm-2,obs_prev_action/RightArm-3,obs_prev_action/RightArm-4,obs_prev_action/RightArm-5,obs_prev_action/RightArm-6,obs_arm_cmd_error_rad/RightArm-0,obs_arm_cmd_error_deg/RightArm-0,obs_arm_cmd_error_rad/RightArm-1,obs_arm_cmd_error_deg/RightArm-1,obs_arm_cmd_error_rad/RightArm-2,obs_arm_cmd_error_deg/RightArm-2,obs_arm_cmd_error_rad/RightArm-3,obs_arm_cmd_error_deg/RightArm-3,obs_arm_cmd_error_rad/RightArm-4,obs_arm_cmd_error_deg/RightArm-4,obs_arm_cmd_error_rad/RightArm-5,obs_arm_cmd_error_deg/RightArm-5,obs_arm_cmd_error_rad/RightArm-6,obs_arm_cmd_error_deg/RightArm-6,obs_ball_age_norm
1,0.005,0,1,1.0,-0.0007902734796516597,-0.0007902734796516597,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10461841523647308,0.08726552128791809,0.578299343585968,0.5941299796104431,502.3880310058594,304.5847473144531,-0.006876815110445023,-0.07019654661417007,1.5109175443649292,-0.10733667016029358,-0.4597839117050171,1.0737451314926147,0.004999999888241291,1.0,0.0,0.0,0.0,0.0,0.0,0.004506335128098726,0.0,0.0,0.0,0.0,0.025080712512135506,0.0,1.0063493251800537,1.0,0.07736358046531677,1.0,1.4700000286102295,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.04371119290590286,0.017303764820098877,0.0038650035858154297,0.0,0.005157999228686094,0.006708680186420679,0.00240054982714355,-0.0004837171291001141,-0.10733762383460999,-0.45979344844818115,1.0738449096679688,377.4449157714844,0.04869675636291504,-0.016523994505405426,0.02386421337723732,0.09998492896556854,-0.7747992277145386,0.5356166362762451,1.6952966451644897,0.8608521819114685,-0.21408802270889282,0.24808156490325928,8.626551789348014e-06,5.656117082253331e-06,3.8772823245381005e-06,1.5889954738668166e-05,9.3998130523687e-07,-4.922003995488922e-07,8.730297622605576e-07,0.003275367897003889,0.0022156154736876488,-0.0021008357871323824,-1.7244001355720684e-05,5.524161679204553e-06,3.3963247005885933e-06,-0.10722073912620544,-0.46389567852020264,1.0732837915420532,0.05316099524497986,-0.055706627666950226,-0.007620476186275482,-0.1146259680390358,-0.4630309045314789,1.0461158752441406,1.5682966477470472e-05,-5.0986159294552635e-06,0.0,0.007405228912830353,-0.0008647739887237549,0.027167916297912598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000001192092896,1.0000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0737096518278122,0.0737096518278122,0.0017096474766731262,0.0017096474766731262,0.09998492896556854,5.728714444642414,-0.7747992277145386,-44.39272571803866,0.5356166362762451,30.68857269562255,1.6952966451644897,97.13334279061276,0.8608521819114685,49.32319680815534,-0.21408802270889282,-12.266340145520484,0.24808156490325928,14.214026643957565,8.626551789348014e-06,0.0004942650092806696,5.656117082253331e-06,0.0003240716372449654,3.8772823245381005e-06,0.0002221519131767063,1.5889954738668166e-05,0.0009104273431795889,9.3998130523687e-07,5.385696161127103e-05,-4.922003995488922e-07,-2.820100556880435e-05,8.730297622605576e-07,5.002092076683959e-05,0.003275367897003889,0.0022156154736876488,-0.0021008357871323824,-0.12036901712417603,-1.7244001355720684e-05,5.524161679204553e-06,3.3963247005885933e-06,0.0001945950643857941,-0.10722073912620544,0.05316099524497986,-0.1146259680390358,1.5682966477470472e-05,0.007405228912830353,-0.46389567852020264,-0.055706627666950226,-0.4630309045314789,-5.0986159294552635e-06,-0.0008647739887237549,1.0732837915420532,-0.007620476186275482,1.0461158752441406,0.0,0.027167916297912598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.01,0,1,2.0,-0.0007901925127953291,-0.0015804660506546497,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10462561994791031,0.08753147721290588,0.578508734703064,0.5943741202354431,502.3659973144531,304.7530212402344,-0.006872659083455801,-0.07019390165805817,1.5109119415283203,-0.10733547806739807,-0.459771990776062,1.0734000205993652,0.009999999776482582,1.0,0.0,0.0,0.0,0.0,0.0,0.004506335128098726,0.0,0.0,0.0,0.0,0.025080712512135506,0.0,1.0063493251800537,1.0,0.07736358046531677,1.0,1.4700000286102295,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.04371119290590286,0.017303764820098877,0.0038650035858154297,0.0,0.005157999228686094,0.006708680186420679,0.00240054982714355,-0.0004837171291001141,-0.10733762383460999,-0.45979344844818115,1.0738449096679688,377.4449157714844,0.04869675636291504,-0.016523994505405426,0.02386421337723732,0.10007531940937042,-0.7748942375183105,0.5355846881866455,1.6953672170639038,0.8606282472610474,-0.21422433853149414,0.2480589598417282,0.020962202921509743,-0.018526185303926468,-0.01179227139800787,0.01459302008152008,-0.030663631856441498,-0.022308003157377243,-0.003791688708588481,0.003275554161518812,0.0022157221101224422,-0.002100900048390031,-1.8284699763171375e-05,-4.678468030760996e-07,2.27535238082055e-05,-0.10722094029188156,-0.4638957977294922,1.0732837915420532,0.05315316468477249,-0.055698323994874954,-0.007620681077241898,-0.11464998871088028,-0.46305105090141296,1.0462160110473633,-0.004765621852129698,-0.0040063937194645405,0.02002716064453125,0.007429048418998718,-0.0008447468280792236,0.02706778049468994,0.5661391019821167,-0.4199562072753906,-0.25265955924987793,0.22520112991333008,-0.26496338844299316,-0.21084387600421906,-0.029085790738463402,0.00024099647998809814,-0.00015079975128173828,-0.0001728534698486328,0.00023365020751953125,-0.00013399124145507812,-0.0001484900712966919,-1.6689300537109375e-05,0.009999999776482582,1.0,1.0,0.06627728044986725,0.06627728044986725,-0.049163807183504105,-0.049163807183504105,-0.04095495119690895,-0.04095495119690895,0.06084011495113373,0.06084011495113373,-0.07158225029706955,-0.07158225029706955,-0.05696137249469757,-0.05696137249469757,-0.007857788354158401,-0.007857788354158401,-9.039044380187988e-05,-9.039044380187988e-05,9.500980377197266e-05,9.500980377197266e-05,3.1948089599609375e-05,3.1948089599609375e-05,-7.05718994140625e-05,-7.05718994140625e-05,0.00022393465042114258,0.00022393465042114258,0.00013631582260131836,0.00013631582260131836,2.2605061531066895e-05,2.2605061531066895e-05,0.06671421974897385,0.06671421974897385,-0.005285777151584625,-0.005285777151584625,0.10007531940937042,5.733893435580575,-0.7748942375183105,-44.39816937880717,0.5355846881866455,30.686742204924986,1.6953672170639038,97.13738626260141,0.8606282472610474,49.31036629779947,-0.21422433853149414,-12.274150466836394,0.2480589598417282,14.212731469336202,0.020962202921509743,1.2010457566993122,-0.018526185303926468,-1.0614722283922768,-0.01179227139800787,-0.6756473819786859,0.01459302008152008,0.8361184610207572,-0.030663631856441498,-1.7568966899169993,-0.022308003157377243,-1.2781544302822307,-0.003791688708588481,-0.21724776022952946,0.003275554161518812,0.0022157221101224422,-0.002100900048390031,-0.1203726977109909,-1.8284699763171375e-05,-4.678468030760996e-07,2.27535238082055e-05,0.0013036808231845498,-0.10722094029188156,0.05315316468477249,-0.11464998871088028,-0.004765621852129698,0.007429048418998718,-0.4638957977294922,-0.055698323994874954,-0.46305105090141296,-0.0040063937194645405,-0.0008447468280792236,1.0732837915420532,-0.007620681077241898,1.0462160110473633,0.02002716064453125,0.02706778049468994,0.5661391019821167,-0.4199562072753906,-0.25265955924987793,0.22520112991333008,-0.26496338844299316,-0.21084387600421906,-0.029085790738463402,0.00024099647998809814,0.013808081180827029,-0.00015079975128173828,-0.00864018930006613,-0.0001728534698486328,-0.00990377429651849,0.00023365020751953125,0.013387170773224991,-0.00013399124145507812,-0.007677132627094332,-0.0001484900712966919,-0.008507854384897134,-1.6689300537109375e-05,-0.0009562264838017851,0.009999999776482582
3,0.015,0,1,3.0,-0.0007901035714894533,-0.002370569622144103,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10463960468769073,0.08798523247241974,0.5788769125938416,0.5948019027709961,502.3282470703125,305.0386047363281,-0.006863993126899004,-0.07018677145242691,1.510905385017395,-0.10733428597450256,-0.45976006984710693,1.0728100538253784,0.014999999664723873,1.0,0.0,0.0,0.0,0.0,0.0,0.004506335128098726,0.0,0.0,0.0,0.0,0.025080712512135506,0.0,1.0063493251800537,1.0,0.07736358046531677,1.0,1.4700000286102295,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.04371119290590286,0.017303764820098877,0.0038650035858154297,0.0,0.005157999228686094,0.006708680186420679,0.00240054982714355,-0.0004837171291001141,-0.10733762383460999,-0.45979344844818115,1.0738449096679688,377.4449157714844,0.04869675636291504,-0.016523994505405426,0.02386421337723732,0.10054231435060501,-0.7754313945770264,0.5353648066520691,1.6958041191101074,0.8601176738739014,-0.2147151678800583,0.24785766005516052,0.10266511142253876,-0.09823258221149445,-0.06429638713598251,0.08317175507545471,-0.07017111033201218,-0.08241775631904602,-0.02997828833758831,0.003276657545939088,0.0022160487715154886,-0.0021005149465054274,-6.28717098152265e-05,-3.3622996852500364e-05,9.18086152523756e-05,-0.10722237825393677,-0.46389591693878174,1.0732837915420532,0.05316654220223427,-0.05565746873617172,-0.00762088131159544,-0.11477389931678772,-0.46315813064575195,1.046722412109375,-0.02450394257903099,-0.021315930411219597,0.10128021240234375,0.007551521062850952,-0.0007377862930297852,0.026561379432678223,0.9646596312522888,-0.7650453448295593,-0.38028082251548767,0.3704911470413208,-0.2368939220905304,-0.3496207594871521,-0.2025153934955597,0.0006700456142425537,-0.00030726194381713867,-0.0004659295082092285,0.0006014108657836914,-0.0003013014793395996,-0.00041472911834716797,-0.00012823939323425293,0.019999999552965164,1.0,1.0,0.1792089194059372,0.1792089194059372,-0.13872681558132172,-0.13872681558132172,-0.1025967225432396,-0.1025967225432396,0.16093164682388306,0.16093164682388306,-0.13558128476142883,-0.13558128476142883,-0.15141457319259644,-0.15141457319259644,-0.06256914883852005,-0.06256914883852005,-0.0005573853850364685,-0.0005573853850364685,0.000632166862487793,0.000632166862487793,0.0002518296241760254,0.0002518296241760254,-0.0005074739456176758,-0.0005074739456176758,0.0007345080375671387,0.0007345080375671387,0.0006271451711654663,0.0006271451711654663,0.00022390484809875488,0.00022390484809875488,0.05473876744508743,0.05473876744508743,-0.01726122945547104,-0.01726122945547104,0.10054231435060501,5.760650274767277,-0.7754313945770264,-44.42894621120724,0.5353648066520691,30.674143921000898,1.6958041191101074,97.1624189059095,0.8601176738739014,49.281112597584304,-0.2147151678800583,-12.302272916970276,0.24785766005516052,14.20119784114899,0.10266511142253876,5.88227758775181,-0.09823258221149445,-5.6283123713905185,-0.06429638713598251,-3.6839116208310365,0.08317175507545471,4.765390540519339,-0.07017111033201218,-4.020508465771143,-0.08241775631904602,-4.722189594019008,-0.02997828833758831,-1.717629398770067,0.003276657545939088,0.0022160487715154886,-0.0021005149465054274,-0.12035063654184341,-6.28717098152265e-05,-3.3622996852500364e-05,9.18086152523756e-05,0.0052602458745241165,-0.10722237825393677,0.05316654220223427,-0.11477389931678772,-0.02450394257903099,0.007551521062850952,-0.46389591693878174,-0.05565746873617172,-0.46315813064575195,-0.021315930411219597,-0.0007377862930297852,1.0732837915420532,-0.00762088131159544,1.046722412109375,0.10128021240234375,0.026561379432678223,0.9646596312522888,-0.7650453448295593,-0.38028082251548767,0.3704911470413208,-0.2368939220905304,-0.3496207594871521,-0.2025153934955597,0.0006700456142425537,0.03839078577734917,-0.00030726194381713867,-0.017604812585707865,-0.0004659295082092285,-0.026695794370994837,0.0006014108657836914,0.034458304362714326,-0.0003013014793395996,-0.017263303127207228,-0.00041472911834716797,-0.02376222812247436,-0.00012823939323425293,-0.0073475759996412164,0.019999999552965164
4,0.02,0,1,4.0,-0.0007900089840404689,-0.003160578664392233,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10465747863054276,0.08862797915935516,0.5794017910957336,0.5954112410545349,502.2730712890625,305.4421691894531,-0.006854024715721607,-0.07017797231674194,1.510898470878601,-0.10733309388160706,-0.45974814891815186,1.0719752311706543,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004506335128098726,0.0,0.0,0.0,1.0,0.025080712512135506,1.0,1.0063493251800537,0.0,0.07736358046531677,1.0,1.4700000286102295,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.04371119290590286,0.017303764820098877,0.0038650035858154297,0.0,0.005157999228686094,0.006708680186420679,0.00240054982714355,-0.0004837171291001141,-0.10733762383460999,-0.45979344844818115,1.0738449096679688,377.4449157714844,0.04869675636291504,-0.016523994505405426,0.02386421337723732,0.10154823958873749,-0.776558518409729,0.5348148941993713,1.6968085765838623,0.8594915270805359,-0.21571482717990875,0.24716243147850037,0.2046975940465927,-0.18829524517059326,-0.13568036258220673,0.17991089820861816,-0.08649484068155289,-0.1623975932598114,-0.09861204028129578,0.0032781390473246574,0.0022163677494972944,-0.002098717726767063,-0.0002175450063077733,-9.966125071514398e-05,0.0001553503389004618,-0.1072249785065651,-0.46389588713645935,1.0732836723327637,0.053293731063604355,-0.0555858239531517,-0.0076196216978132725,-0.11507614701986313,-0.463434100151062,1.0479190349578857,-0.05984283983707428,-0.05505291372537613,0.23932456970214844,0.007851168513298035,-0.00046178698539733887,0.02536463737487793,1.0,-0.945456326007843,-0.44913509488105774,0.5093233585357666,-0.008448690176010132,-0.42323583364486694,-0.493522584438324,0.001127399504184723,-0.0004271864891052246,-0.0007930397987365723,0.0010895729064941406,-0.00036448240280151367,-0.0007438510656356812,-0.00041250884532928467,0.029999999329447746,1.0,1.0,0.2926553189754486,0.2926553189754486,-0.24941034615039825,-0.24941034615039825,-0.17539945244789124,-0.17539945244789124,0.2985299229621887,0.2985299229621887,-0.13786377012729645,-0.13786377012729645,-0.2657555639743805,-0.2657555639743805,-0.19589871168136597,-0.19589871168136597,-0.0015633106231689453,-0.0015633106231689453,0.0017592906951904297,0.0017592906951904297,0.0008017420768737793,0.0008017420768737793,-0.0015119314193725586,-0.0015119314193725586,0.0013606548309326172,0.0013606548309326172,0.0016268044710159302,0.0016268044710159302,0.0009191334247589111,0.0009191334247589111,0.04070841521024704,0.04070841521024704,-0.03129158169031143,-0.03129158169031143,0.10154823958873749,5.818285545417961,-0.776558518409729,-44.49352564980971,0.5348148941993713,30.64263625835963,1.6968085765838623,97.21997007985604,0.8594915270805359,49.24523702896881,-0.21571482717990875,-12.35954917580271,0.24716243147850037,14.161364177909475,0.2046975940465927,11.728308215352008,-0.18829524517059326,-10.78852285065609,-0.13568036258220673,-7.773912138765182,0.17991089820861816,10.308135155761583,-0.08649484068155289,-4.955789320709437,-0.1623975932598114,-9.304696696869378,-0.09861204028129578,-5.650053717292315,0.0032781390473246574,0.0022163677494972944,-0.002098717726767063,-0.12024766206741333,-0.0002175450063077733,-9.966125071514398e-05,0.0001553503389004618,0.008900918066501617,-0.1072249785065651,0.053293731063604355,-0.11507614701986313,-0.05984283983707428,0.007851168513298035,-0.46389588713645935,-0.0555858239531517,-0.463434100151062,-0.05505291372537613,-0.00046178698539733887,1.0732836723327637,-0.0076196216978132725,1.0479190349578857,0.23932456970214844,0.02536463737487793,1.0,-0.945456326007843,-0.44913509488105774,0.5093233585357666,-0.008448690176010132,-0.42323583364486694,-0.493522584438324,0.001127399504184723,0.06459523341492622,-0.0004271864891052246,-0.024475982890740693,-0.0007930397987365723,-0.045437833453509824,0.0010895729064941406,0.06242792901391654,-0.00036448240280151367,-0.020883303387313985,-0.0007438510656356812,-0.04261952664723331,-0.00041250884532928467,-0.023635015849182872,0.029999999329447746
5,0.025,0,1,5.0,0.003498767502605915,0.0003381888382136822,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10460980236530304,0.08720137178897858,0.5781949758529663,0.5940174460411072,502.3953857421875,304.54998779296875,-0.006847403012216091,-0.07017040252685547,1.5108919143676758,-0.10729864239692688,-0.4597230851650238,1.0738394260406494,0.004999999888241291,1.0,0.0,0.0,0.0,0.0,0.0,0.004506335128098726,0.0,0.0,0.0,0.0,0.025080712512135506,0.0,1.0063493251800537,1.0,0.07736358046531677,1.0,1.4700000286102295,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.04371119290590286,0.017303764820098877,0.0038650035858154297,0.0,0.005157999228686094,0.006708680186420679,0.00240054982714355,-0.0004837171291001141,-0.10733762383460999,-0.45979344844818115,1.0738449096679688,377.4449157714844,0.04869675636291504,-0.016523994505405426,0.02386421337723732,0.10312855988740921,-0.7782794833183289,0.5338679552078247,1.698618769645691,0.8590442538261414,-0.21728180348873138,0.24552206695079803,0.3113381564617157,-0.2732138931751251,-0.21519793570041656,0.3160751461982727,-0.0635465681552887,-0.25107601284980774,-0.2269822657108307,0.0032797602470964193,0.0022166443523019552,-0.002095895353704691,-0.0004128487780690193,-0.0001689505879767239,0.00011974689550697803,-0.11829554289579391,-0.46162495017051697,1.0777021646499634,0.05667198821902275,-0.051526885479688644,-0.14741787314414978,-0.11557029187679291,-0.46391531825065613,1.049960970878601,-0.09788605570793152,-0.09606939554214478,0.4083871841430664,-0.002725251019001007,0.00229036808013916,0.027741193771362305,1.0,-1.0,-0.5181136727333069,0.7377046346664429,0.2576073110103607,-0.4392441511154175,-0.8854778409004211,0.0015775859355926514,-0.0005205273628234863,-0.001143038272857666,0.0017684698104858398,-0.00025856494903564453,-0.0010989755392074585,-0.0009477436542510986,0.0,1.0,1.0,0.40610170364379883,0.40610170364379883,-0.36285674571990967,-0.36285674571990967,-0.25938329100608826,-0.25938329100608826,0.4978274703025818,0.4978274703025818,-0.06826882809400558,-0.06826882809400558,-0.38442131876945496,-0.38442131876945496,-0.43511855602264404,-0.43511855602264404,-0.0031436309218406677,-0.0031436309218406677,0.003480255603790283,0.003480255603790283,0.0017486810684204102,0.0017486810684204102,-0.003322124481201172,-0.003322124481201172,0.0018079280853271484,0.0018079280853271484,0.003193780779838562,0.003193780779838562,0.0025594979524612427,0.0025594979524612427,0.03751302510499954,0.03751302510499954,-0.03448697179555893,-0.03448697179555893,0.10312855988740921,5.908831228810704,-0.7782794833183289,-44.5921296757626,0.5338679552078247,30.588380650687633,1.698618769645691,97.32368650240268,0.8590442538261414,49.21961015920292,-0.21728180348873138,-12.449330304895234,0.24552206695079803,14.06737821360916,0.3113381564617157,17.838362366639988,-0.2732138931751251,-15.654002983272797,-0.21519793570041656,-12.329933475561534,0.3160751461982727,18.109771886141495,-0.0635465681552887,-3.6409501578384798,-0.25107601284980774,-14.385595873266409,-0.2269822657108307,-13.005125849547621,0.0032797602470964193,0.0022166443523019552,-0.002095895353704691,-0.1200859546661377,-0.0004128487780690193,-0.0001689505879767239,0.00011974689550697803,0.006860991474241018,-0.11829554289579391,0.05667198821902275,-0.11557029187679291,-0.09788605570793152,-0.002725251019001007,-0.46162495017051697,-0.051526885479688644,-0.46391531825065613,-0.09606939554214478,0.00229036808013916,1.0777021646499634,-0.14741787314414978,1.049960970878601,0.4083871841430664,0.027741193771362305,1.0,-1.0,-0.5181136727333069,0.7377046346664429,0.2576073110103607,-0.4392441511154175,-0.8854778409004211,0.0015775859355926514,0.09038901592865624,-0.0005205273628234863,-0.029824021010860676,-0.001143038272857666,-0.06549126885666726,0.0017684698104858398,0.10132585633713916,-0.00025856494903564453,-0.014814680309757657,-0.0010989755392074585,-0.0629666601847013,-0.0009477436542510986,-0.054301711448893876,0.0
6,0.03,0,1,6.0,0.003867196850478649,0.004205385688692331,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10450766235589981,0.08418725430965424,0.5756341814994812,0.5910702347755432,502.6560363769531,302.65386962890625,-0.006846459116786718,-0.07016780227422714,1.5108855962753296,-0.10723651945590973,-0.4596711993217468,1.0777887105941772,0.009999999776482582,1.0,0.0,0.0,0.0,0.0,0.0,0.004506335128098726,0.0,0.0,0.0,0.0,0.025080712512135506,0.0,1.0063493251800537,1.0,0.07736358046531677,1.0,1.4700000286102295,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.04371119290590286,0.017303764820098877,0.0038650035858154297,0.0,0.005157999228686094,0.006708680186420679,0.00240054982714355,-0.0004837171291001141,-0.10733762383460999,-0.45979344844818115,1.0738449096679688,377.4449157714844,0.04869675636291504,-0.016523994505405426,0.02386421337723732,0.10528209805488586,-0.7805718183517456,0.5324645042419434,1.7014786005020142,0.8589761257171631,-0.21944665908813477,0.24270065128803253,0.4191393256187439,-0.35368621349334717,-0.3037946820259094,0.4921583831310272,-0.014660956338047981,-0.3458523154258728,-0.3851544260978699,0.003281400538980961,0.002216951223090291,-0.002092357026413083,-0.0006278862128965557,-0.00023410460562445223,1.58177426783368e-05,-0.11829908937215805,-0.4616246819496155,1.0777021646499634,0.05693725124001503,-0.051477983593940735,-0.14741423726081848,-0.11622186005115509,-0.46459072828292847,1.0529742240905762,-0.12903866171836853,-0.1348600536584854,0.6026506423950195,-0.00207722932100296,0.0029660463333129883,0.024727940559387207,1.0,-1.0,-0.6270624995231628,0.9204291701316833,0.3620184361934662,-0.45698976516723633,-1.0,0.00202178955078125,-0.0006096959114074707,-0.0015447139739990234,0.0026410818099975586,-4.279613494873047e-05,-0.0014735311269760132,-0.0016109198331832886,0.009999999776482582,1.0,1.0,0.5195481181144714,0.5195481181144714,-0.4763031303882599,-0.4763031303882599,-0.36102724075317383,-0.36102724075317383,0.7464897036552429,0.7464897036552429,0.029533714056015015,0.029533714056015015,-0.507881224155426,-0.507881224155426,-0.6969179511070251,-0.6969179511070251,-0.005297169089317322,-0.005297169089317322,0.005772590637207031,0.005772590637207031,0.003152132034301758,0.003152132034301758,-0.006181955337524414,-0.006181955337524414,0.00187605619430542,0.00187605619430542,0.005358636379241943,0.005358636379241943,0.005380913615226746,0.005380913615226746,0.02579396963119507,0.02579396963119507,-0.0462060272693634,-0.0462060272693634,0.10528209805488586,6.032219876827454,-0.7805718183517456,-44.72347079840736,0.5324645042419434,30.507968833589075,1.7014786005020142,97.48754274059128,0.8589761257171631,49.215706706092256,-0.21944665908813477,-12.573367393996312,0.24270065128803253,13.905723003880592,0.4191393256187439,24.014914385913567,-0.35368621349334717,-20.26472730513178,-0.3037946820259094,-17.40615311860346,0.4921583831310272,28.19859820539043,-0.014660956338047981,-0.840010921795724,-0.3458523154258728,-19.815878008729808,-0.3851544260978699,-22.067723076191314,0.003281400538980961,0.002216951223090291,-0.002092357026413083,-0.1198832169175148,-0.0006278862128965557,-0.00023410460562445223,1.58177426783368e-05,0.0009062898461706936,-0.11829908937215805,0.05693725124001503,-0.11622186005115509,-0.12903866171836853,-0.00207722932100296,-0.4616246819496155,-0.051477983593940735,-0.46459072828292847,-0.1348600536584854,0.0029660463333129883,1.0777021646499634,-0.14741423726081848,1.0529742240905762,0.6026506423950195,0.024727940559387207,1.0,-1.0,-0.6270624995231628,0.9204291701316833,0.3620184361934662,-0.45698976516723633,-1.0,0.00202178955078125,0.11584000832341626,-0.0006096959114074707,-0.03493300251003022,-0.0015447139739990234,-0.08850559126502523,0.0026410818099975586,0.1513228410616325,-4.279613494873047e-05,-0.0024520379120345774,-0.0014735311269760132,-0.08442711455688136,-0.0016109198331832886,-0.09229890757532105,0.009999999776482582
