episode,env,env_episode,return,length,hits,last_reward,action_norm,ball_z,racket_z,racket_z_rel,terminated,truncated,episode_step,hit_camera_events,hit_camera_visible_events,hit_camera_in_margin_events,hit_camera_lower_band_events,hit_camera_v_frac_sum,hit_vxy_sum,hit_camera_visible_rate,hit_camera_in_margin_rate,hit_camera_lower_band_rate,mean_hit_camera_v_frac,mean_hit_vxy,camera_visible_steps,ball_view_in_bounds_steps,ball_view_z_ideal_steps,ball_view_z_high_exceeded_steps,ball_obs_refresh_count,ball_obs_missing_refresh_count,ball_obs_missing_streak_start_count,ball_obs_lost_steps,ball_obs_lost_entry_count,ball_obs_stale_steps,ball_obs_dropout_steps,ball_obs_reacquired_after_missing_events,ball_obs_reacquired_after_lost_events,camera_visible_rate,ball_view_in_bounds_rate,ball_view_z_ideal_rate,ball_view_z_high_exceeded_rate,ball_view_z_high_exceeded_ever,ball_obs_missing_refresh_rate,ball_obs_lost_rate,ball_obs_stale_rate,ball_obs_dropout_rate,ball_obs_age,ball_obs_camera_available,ball_obs_dropout_active,ball_obs_lost_active,ball_obs_lost_entered,ball_obs_missing_on_refresh,ball_obs_missing_streak_started,ball_obs_pos_bias_norm,ball_obs_reacquired,ball_obs_reacquired_after_lost,ball_obs_reacquired_after_missing,ball_obs_refresh_due,ball_obs_rot_bias_norm,ball_obs_sample_available,ball_obs_scale,ball_obs_stale_active,ball_obs_vel_bias_norm,ball_obs_view_available,ball_obs_view_z_high_m,ball_view_in_bounds,ball_view_z_high_exceeded,ball_view_z_ideal,done/ball_too_high,done/ball_too_low,done/ball_view_x_too_high,done/ball_view_x_too_low,done/ball_view_y_too_high,done/ball_view_y_too_low,done/ball_view_z_too_high,done/ball_view_z_too_low,done/ball_x_out_of_bounds,done/ball_y_out_of_bounds,done/base_x_out_of_bounds,done/base_y_out_of_bounds,done/racket_too_far_from_anchor,done/racket_too_high,done/racket_too_low,hit_camera_event,hit_camera_in_margin_event,hit_camera_lower_band_event,last/hit_camera_v_frac_sum,hit_camera_visible_event,reset_ball_anchor_dx,reset_ball_anchor_dy,reset_ball_anchor_dz,reset_ball_obs_missing,reset_ball_racket_center_offset,reset_ball_surface_gap,reset_ball_vxy,reset_ball_vz,reset_ball_x,reset_ball_y,reset_ball_z,reset_disturbance_strength,reset_target_x,reset_target_y,reset_target_z,reward/action_clip_excess_penalty,reward/action_delta_penalty,reward/action_penalty,reward/apex_soft_penalty,reward/arm_acc_penalty,reward/arm_limiter_penalty,reward/arm_vel_penalty,reward/ball_anchor_xy_penalty,reward/ball_base_vxy_penalty,reward/ball_base_x_penalty,reward/ball_height,reward/ball_miss_termination_penalty,reward/ball_view_bounds_penalty,reward/ball_view_out_of_bounds_penalty,reward/ball_view_vxy_excess_penalty,reward/ball_view_xy_center_penalty,reward/ball_view_z_ideal_penalty,reward/ball_view_z_not_ideal_penalty,reward/ball_vxy_penalty,reward/ball_xy_soft_penalty,reward/base_pose_penalty,reward/camera_box_penalty,reward/camera_depth_penalty,reward/camera_pixel_center_penalty,reward/camera_reward_dense,reward/camera_top_margin_penalty,reward/camera_visibility_penalty,reward/camera_visible_penalty,reward/center_flat_hit,reward/command_tracking_error_penalty,reward/contact_flatness_penalty,reward/delay_action_jerk_penalty,reward/dense_scaled,reward/descending_intercept,reward/failed_hit_penalty,reward/fast_hit_penalty,reward/first_hit_apex,reward/hit_apex_view_center_penalty,reward/hit_bonus,reward/hit_cadence_reward,reward/hit_camera,reward/hit_height_bonus,reward/hit_height_penalty,reward/hit_min_interval_penalty,reward/hit_next_contact_anchor_penalty,reward/hit_vxy_penalty,reward/low_hit_penalty,reward/non_racket_contact_penalty,reward/post_hit_survival,reward/posture_penalty,reward/pre_hit_intercept,reward/pre_hit_intercept_penalty,reward/racket_center_penalty,reward/racket_chest_xy_penalty,reward/racket_chest_z_penalty,reward/racket_flatness_penalty,reward/racket_up_drift_penalty,reward/racket_xy_penalty,reward/racket_xy_reward,reward/racket_z_limit_termination_penalty,reward/racket_z_penalty,reward/rel_height,reward/stick_penalty,reward/torque_penalty,reward/total,reward/xy_track_penalty,ball_obs_missing_exposure_count,ball_obs_lost_exposure_count,ball_obs_reacquired_after_missing_rate,ball_obs_reacquired_after_lost_rate
1,0,1,14.392118453979492,1200,9.0,0.0010238257236778736,1.255729079246521,1.3710635900497437,1.0843855142593384,0.014405608177185059,0.0,1.0,1200.0,9.0,9.0,9.0,8.0,5.583839476108551,0.0,1.0,1.0,0.8888888888888888,0.6204266084565057,0.0,1200.0,1200.0,1200.0,0.0,360.0,5.0,5.0,0.0,0.0,845.0,10.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.013888888888888888,0.0,0.7041666666666667,0.008333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004506335128098726,0.0,0.0,0.0,1.0,0.025080712512135506,1.0,1.0063493251800537,0.0,0.07736358046531677,1.0,1.4700000286102295,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04371119290590286,0.017303764820098877,0.0038650035858154297,0.0,0.005157999228686094,0.006708680186420679,0.00240054982714355,-0.0004837171291001141,-0.10733762383460999,-0.45979344844818115,1.0738449096679688,377.4449157714844,0.04869675636291504,-0.016523994505405426,0.02386421337723732,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0014260896714404225,0.0,-0.0,0.0,-0.0,-0.0003650263824965805,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0010238257236778736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-3.553999340510927e-05,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0010238257236778736,-1.6974988739093533e-06,5.0,0.0,1.0,nan
